Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,,TOTAL HR ASSLEEP,TOTAL HR IN BED,,TIME IN BETWEEN,,RECOMMENDED SLEEPING,,MINIMUM BED TIME,1.016666667,
4702921684,4/13/2016 0:00,2,400,430,,6.666666667,7.166666667,,30,,1,,,,
4702921684,4/14/2016 0:00,1,384,415,,6.4,6.916666667,,31,,1,,,,
4702921684,4/15/2016 0:00,1,253,257,,4.216666667,4.283333333,,4,,1,,,,
4702921684,4/16/2016 0:00,2,382,406,,6.366666667,6.766666667,,24,,1,,,,
4702921684,4/17/2016 0:00,1,591,612,,9.85,10.2,,21,,0,,,,
4702921684,4/18/2016 0:00,1,293,312,,4.883333333,5.2,,19,,1,,,,
4702921684,4/19/2016 0:00,1,457,487,,7.616666667,8.116666667,,30,,1,,,,
4702921684,4/20/2016 0:00,1,454,468,,7.566666667,7.8,,14,,1,,,,
4702921684,4/21/2016 0:00,1,425,434,,7.083333333,7.233333333,,9,,1,,,,
4702921684,4/23/2016 0:00,1,465,475,,7.75,7.916666667,,10,,1,,,,
4702921684,4/24/2016 0:00,1,480,506,,8,8.433333333,,26,,0,,,,
4702921684,4/25/2016 0:00,1,370,380,,6.166666667,6.333333333,,10,,1,,,,
4702921684,4/26/2016 0:00,1,421,429,,7.016666667,7.15,,8,,1,,,,
4702921684,4/27/2016 0:00,1,432,449,,7.2,7.483333333,,17,,1,,,,
4702921684,4/28/2016 0:00,1,442,461,,7.366666667,7.683333333,,19,,1,,,,
4702921684,4/29/2016 0:00,1,433,447,,7.216666667,7.45,,14,,1,,,,
4702921684,4/30/2016 0:00,1,479,501,,7.983333333,8.35,,22,,1,,,,
4702921684,5/3/2016 0:00,1,327,373,,5.45,6.216666667,,46,,1,,,,
4702921684,5/4/2016 0:00,1,412,434,,6.866666667,7.233333333,,22,,1,,,,
4702921684,5/5/2016 0:00,1,414,428,,6.9,7.133333333,,14,,1,,,,
4702921684,5/6/2016 0:00,1,404,449,,6.733333333,7.483333333,,45,,1,,,,
4702921684,5/7/2016 0:00,1,520,543,,8.666666667,9.05,,23,,0,,,,
4702921684,5/7/2016 0:00,1,520,543,,8.666666667,9.05,,23,,0,,,,
4702921684,5/9/2016 0:00,1,435,458,,7.25,7.633333333,,23,,1,,,,
4702921684,5/10/2016 0:00,1,416,431,,6.933333333,7.183333333,,15,,1,,,,
4702921684,5/11/2016 0:00,1,354,366,,5.9,6.1,,12,,1,,,,
4702921684,5/12/2016 0:00,1,404,442,,6.733333333,7.366666667,,38,,1,,,,
5553957443,4/12/2016 0:00,1,441,464,,7.35,7.733333333,,23,,1,,,,
5553957443,4/13/2016 0:00,2,455,488,,7.583333333,8.133333333,,33,,1,,,,
5553957443,4/14/2016 0:00,1,357,418,,5.95,6.966666667,,61,,1,,,,
5553957443,4/15/2016 0:00,1,377,409,,6.283333333,6.816666667,,32,,1,,,,
5553957443,4/16/2016 0:00,2,651,686,,10.85,11.43333333,,35,,0,,,,
5553957443,4/17/2016 0:00,1,350,402,,5.833333333,6.7,,52,,1,,,,
5553957443,4/18/2016 0:00,2,520,541,,8.666666667,9.016666667,,21,,0,,,,
5553957443,4/19/2016 0:00,1,357,410,,5.95,6.833333333,,53,,1,,,,
5553957443,4/20/2016 0:00,1,658,678,,10.96666667,11.3,,20,,0,,,,
5553957443,4/21/2016 0:00,1,399,431,,6.65,7.183333333,,32,,1,,,,
5553957443,4/22/2016 0:00,1,322,353,,5.366666667,5.883333333,,31,,1,,,,
5553957443,4/23/2016 0:00,2,631,725,,10.51666667,12.08333333,,94,,0,,,,
5553957443,4/24/2016 0:00,2,553,640,,9.216666667,10.66666667,,87,,0,,,,
5553957443,4/25/2016 0:00,1,433,468,,7.216666667,7.8,,35,,1,,,,
5553957443,4/26/2016 0:00,1,412,453,,6.866666667,7.55,,41,,1,,,,
5553957443,4/27/2016 0:00,1,347,391,,5.783333333,6.516666667,,44,,1,,,,
5553957443,4/28/2016 0:00,1,421,457,,7.016666667,7.616666667,,36,,1,,,,
5553957443,4/29/2016 0:00,1,450,495,,7.5,8.25,,45,,1,,,,
5553957443,4/30/2016 0:00,2,775,843,,12.91666667,14.05,,68,,0,,,,
5553957443,5/1/2016 0:00,2,622,686,,10.36666667,11.43333333,,64,,0,,,,
5553957443,5/2/2016 0:00,1,409,471,,6.816666667,7.85,,62,,1,,,,
5553957443,5/3/2016 0:00,1,380,429,,6.333333333,7.15,,49,,1,,,,
5553957443,5/4/2016 0:00,1,447,470,,7.45,7.833333333,,23,,1,,,,
5553957443,5/5/2016 0:00,1,419,464,,6.983333333,7.733333333,,45,,1,,,,
5553957443,5/6/2016 0:00,1,400,434,,6.666666667,7.233333333,,34,,1,,,,
5553957443,5/7/2016 0:00,1,442,470,,7.366666667,7.833333333,,28,,1,,,,
5553957443,5/8/2016 0:00,1,568,608,,9.466666667,10.13333333,,40,,0,,,,
5553957443,5/9/2016 0:00,1,453,494,,7.55,8.233333333,,41,,1,,,,
5553957443,5/10/2016 0:00,1,418,443,,6.966666667,7.383333333,,25,,1,,,,
5553957443,5/11/2016 0:00,1,463,486,,7.716666667,8.1,,23,,1,,,,
5553957443,5/12/2016 0:00,1,438,475,,7.3,7.916666667,,37,,1,,,,
5577150313,4/12/2016 0:00,1,419,438,,6.983333333,7.3,,19,,1,,,,
5577150313,4/13/2016 0:00,1,432,458,,7.2,7.633333333,,26,,1,,,,
5577150313,4/14/2016 0:00,1,477,497,,7.95,8.283333333,,20,,1,,,,
5577150313,4/15/2016 0:00,1,392,413,,6.533333333,6.883333333,,21,,1,,,,
5577150313,4/16/2016 0:00,1,406,445,,6.766666667,7.416666667,,39,,1,,,,
5577150313,4/17/2016 0:00,1,549,583,,9.15,9.716666667,,34,,0,,,,
5577150313,4/18/2016 0:00,1,527,553,,8.783333333,9.216666667,,26,,0,,,,
5577150313,4/19/2016 0:00,1,449,465,,7.483333333,7.75,,16,,1,,,,
5577150313,4/20/2016 0:00,1,447,480,,7.45,8,,33,,1,,,,
5577150313,4/21/2016 0:00,1,414,437,,6.9,7.283333333,,23,,1,,,,
5577150313,4/22/2016 0:00,1,338,366,,5.633333333,6.1,,28,,1,,,,
5577150313,4/23/2016 0:00,1,384,402,,6.4,6.7,,18,,1,,,,
5577150313,4/24/2016 0:00,1,543,615,,9.05,10.25,,72,,0,,,,
5577150313,4/25/2016 0:00,1,421,461,,7.016666667,7.683333333,,40,,1,,,,
5577150313,4/26/2016 0:00,1,354,377,,5.9,6.283333333,,23,,1,,,,
5577150313,4/27/2016 0:00,1,424,452,,7.066666667,7.533333333,,28,,1,,,,
5577150313,4/28/2016 0:00,1,361,372,,6.016666667,6.2,,11,,1,,,,
5577150313,4/29/2016 0:00,1,459,485,,7.65,8.083333333,,26,,1,,,,
5577150313,4/30/2016 0:00,1,412,433,,6.866666667,7.216666667,,21,,1,,,,
5577150313,5/1/2016 0:00,1,379,398,,6.316666667,6.633333333,,19,,1,,,,
5577150313,5/2/2016 0:00,2,525,553,,8.75,9.216666667,,28,,0,,,,
5577150313,5/3/2016 0:00,1,508,543,,8.466666667,9.05,,35,,0,,,,
5577150313,5/4/2016 0:00,1,603,634,,10.05,10.56666667,,31,,0,,,,
5577150313,5/5/2016 0:00,1,74,78,,1.233333333,1.3,,4,,1,,,,
5577150313,5/10/2016 0:00,1,504,562,,8.4,9.366666667,,58,,0,,,,
5577150313,5/11/2016 0:00,1,431,476,,7.183333333,7.933333333,,45,,1,,,,
6117666160,4/16/2016 0:00,1,380,398,,6.333333333,6.633333333,,18,,1,,,,
6117666160,4/17/2016 0:00,2,336,350,,5.6,5.833333333,,14,,1,,,,
6117666160,4/18/2016 0:00,2,493,510,,8.216666667,8.5,,17,,0,,,,
6117666160,4/19/2016 0:00,1,465,492,,7.75,8.2,,27,,1,,,,
6117666160,4/20/2016 0:00,1,474,502,,7.9,8.366666667,,28,,1,,,,
6117666160,4/21/2016 0:00,1,508,550,,8.466666667,9.166666667,,42,,0,,,,
6117666160,4/22/2016 0:00,1,480,546,,8,9.1,,66,,0,,,,
6117666160,4/23/2016 0:00,1,492,539,,8.2,8.983333333,,47,,0,,,,
6117666160,4/24/2016 0:00,1,353,367,,5.883333333,6.116666667,,14,,1,,,,
6117666160,4/27/2016 0:00,1,542,557,,9.033333333,9.283333333,,15,,0,,,,
6117666160,4/28/2016 0:00,1,393,416,,6.55,6.933333333,,23,,1,,,,
6117666160,4/29/2016 0:00,1,600,636,,10,10.6,,36,,0,,,,
6117666160,5/1/2016 0:00,1,507,575,,8.45,9.583333333,,68,,0,,,,
6117666160,5/5/2016 0:00,1,392,415,,6.533333333,6.916666667,,23,,1,,,,
6117666160,5/6/2016 0:00,2,658,698,,10.96666667,11.63333333,,40,,0,,,,
6117666160,5/7/2016 0:00,2,498,507,,8.3,8.45,,9,,0,,,,
6117666160,5/8/2016 0:00,1,555,603,,9.25,10.05,,48,,0,,,,
6117666160,5/9/2016 0:00,1,492,522,,8.2,8.7,,30,,0,,,,
6775888955,4/13/2016 0:00,1,235,260,,3.916666667,4.333333333,,25,,1,,,,
6775888955,4/14/2016 0:00,1,423,441,,7.05,7.35,,18,,1,,,,
6775888955,4/15/2016 0:00,1,391,406,,6.516666667,6.766666667,,15,,1,,,,
6962181067,4/12/2016 0:00,1,366,387,,6.1,6.45,,21,,1,,,,
6962181067,4/13/2016 0:00,3,630,679,,10.5,11.31666667,,49,,0,,,,
6962181067,4/14/2016 0:00,2,508,535,,8.466666667,8.916666667,,27,,0,,,,
6962181067,4/15/2016 0:00,1,370,386,,6.166666667,6.433333333,,16,,1,,,,
6962181067,4/16/2016 0:00,1,357,366,,5.95,6.1,,9,,1,,,,
6962181067,4/17/2016 0:00,1,427,446,,7.116666667,7.433333333,,19,,1,,,,
6962181067,4/18/2016 0:00,1,442,458,,7.366666667,7.633333333,,16,,1,,,,
6962181067,4/19/2016 0:00,1,476,535,,7.933333333,8.916666667,,59,,1,,,,
6962181067,4/20/2016 0:00,1,418,424,,6.966666667,7.066666667,,6,,1,,,,
6962181067,4/21/2016 0:00,1,451,457,,7.516666667,7.616666667,,6,,1,,,,
6962181067,4/22/2016 0:00,1,425,435,,7.083333333,7.25,,10,,1,,,,
6962181067,4/23/2016 0:00,1,528,546,,8.8,9.1,,18,,0,,,,
6962181067,4/24/2016 0:00,1,511,514,,8.516666667,8.566666667,,3,,0,,,,
6962181067,4/25/2016 0:00,1,400,415,,6.666666667,6.916666667,,15,,1,,,,
6962181067,4/26/2016 0:00,1,441,446,,7.35,7.433333333,,5,,1,,,,
6962181067,4/27/2016 0:00,1,455,467,,7.583333333,7.783333333,,12,,1,,,,
6962181067,4/28/2016 0:00,1,440,453,,7.333333333,7.55,,13,,1,,,,
6962181067,4/29/2016 0:00,1,433,447,,7.216666667,7.45,,14,,1,,,,
6962181067,4/30/2016 0:00,1,422,424,,7.033333333,7.066666667,,2,,1,,,,
6962181067,5/1/2016 0:00,1,411,426,,6.85,7.1,,15,,1,,,,
6962181067,5/2/2016 0:00,1,466,482,,7.766666667,8.033333333,,16,,1,,,,
6962181067,5/3/2016 0:00,1,394,418,,6.566666667,6.966666667,,24,,1,,,,
6962181067,5/4/2016 0:00,1,442,455,,7.366666667,7.583333333,,13,,1,,,,
6962181067,5/5/2016 0:00,1,467,491,,7.783333333,8.183333333,,24,,1,,,,
6962181067,5/6/2016 0:00,1,443,462,,7.383333333,7.7,,19,,1,,,,
6962181067,5/7/2016 0:00,1,298,334,,4.966666667,5.566666667,,36,,1,,,,
6962181067,5/8/2016 0:00,1,541,569,,9.016666667,9.483333333,,28,,0,,,,
6962181067,5/9/2016 0:00,1,489,497,,8.15,8.283333333,,8,,0,,,,
6962181067,5/10/2016 0:00,1,469,481,,7.816666667,8.016666667,,12,,1,,,,
6962181067,5/11/2016 0:00,1,452,480,,7.533333333,8,,28,,1,,,,
6962181067,5/12/2016 0:00,1,516,535,,8.6,8.916666667,,19,,0,,,,
7007744171,4/16/2016 0:00,1,79,82,,1.316666667,1.366666667,,3,,1,,,,
7007744171,5/1/2016 0:00,1,58,61,,0.966666667,1.016666667,,3,,1,,,,
7086361926,4/12/2016 0:00,1,514,525,,8.566666667,8.75,,11,,0,,,,
7086361926,4/13/2016 0:00,1,451,465,,7.516666667,7.75,,14,,1,,,,
7086361926,4/14/2016 0:00,1,472,476,,7.866666667,7.933333333,,4,,1,,,,
7086361926,4/15/2016 0:00,1,377,386,,6.283333333,6.433333333,,9,,1,,,,
7086361926,4/19/2016 0:00,1,472,483,,7.866666667,8.05,,11,,1,,,,
7086361926,4/20/2016 0:00,1,492,502,,8.2,8.366666667,,10,,0,,,,
7086361926,4/21/2016 0:00,1,390,411,,6.5,6.85,,21,,1,,,,
7086361926,4/22/2016 0:00,1,428,448,,7.133333333,7.466666667,,20,,1,,,,
7086361926,4/24/2016 0:00,1,681,704,,11.35,11.73333333,,23,,0,,,,
7086361926,4/25/2016 0:00,1,446,447,,7.433333333,7.45,,1,,1,,,,
7086361926,4/26/2016 0:00,1,485,500,,8.083333333,8.333333333,,15,,0,,,,
7086361926,4/27/2016 0:00,1,469,479,,7.816666667,7.983333333,,10,,1,,,,
7086361926,4/28/2016 0:00,1,354,367,,5.9,6.116666667,,13,,1,,,,
7086361926,4/30/2016 0:00,1,485,489,,8.083333333,8.15,,4,,0,,,,
7086361926,5/1/2016 0:00,1,388,407,,6.466666667,6.783333333,,19,,1,,,,
7086361926,5/2/2016 0:00,1,440,459,,7.333333333,7.65,,19,,1,,,,
7086361926,5/3/2016 0:00,1,456,461,,7.6,7.683333333,,5,,1,,,,
7086361926,5/4/2016 0:00,1,420,436,,7,7.266666667,,16,,1,,,,
7086361926,5/6/2016 0:00,1,322,333,,5.366666667,5.55,,11,,1,,,,
7086361926,5/7/2016 0:00,1,530,548,,8.833333333,9.133333333,,18,,0,,,,
7086361926,5/8/2016 0:00,1,481,510,,8.016666667,8.5,,29,,0,,,,
7086361926,5/9/2016 0:00,1,427,438,,7.116666667,7.3,,11,,1,,,,
7086361926,5/11/2016 0:00,1,451,463,,7.516666667,7.716666667,,12,,1,,,,
7086361926,5/12/2016 0:00,1,444,457,,7.4,7.616666667,,13,,1,,,,
8053475328,4/20/2016 0:00,1,486,493,,8.1,8.216666667,,7,,0,,,,
8053475328,4/23/2016 0:00,1,331,337,,5.516666667,5.616666667,,6,,1,,,,
8053475328,5/7/2016 0:00,1,74,75,,1.233333333,1.25,,1,,1,,,,
8378563200,4/12/2016 0:00,1,338,356,,5.633333333,5.933333333,,18,,1,,,,
8378563200,4/13/2016 0:00,2,447,487,,7.45,8.116666667,,40,,1,,,,
8378563200,4/14/2016 0:00,1,424,455,,7.066666667,7.583333333,,31,,1,,,,
8378563200,4/15/2016 0:00,1,513,533,,8.55,8.883333333,,20,,0,,,,
8378563200,4/16/2016 0:00,2,611,689,,10.18333333,11.48333333,,78,,0,,,,
8378563200,4/17/2016 0:00,2,525,591,,8.75,9.85,,66,,0,,,,
8378563200,4/18/2016 0:00,1,398,451,,6.633333333,7.516666667,,53,,1,,,,
8378563200,4/19/2016 0:00,1,387,421,,6.45,7.016666667,,34,,1,,,,
8378563200,4/20/2016 0:00,1,381,409,,6.35,6.816666667,,28,,1,,,,
8378563200,4/21/2016 0:00,1,396,417,,6.6,6.95,,21,,1,,,,
8378563200,4/22/2016 0:00,1,441,469,,7.35,7.816666667,,28,,1,,,,
8378563200,4/23/2016 0:00,1,565,591,,9.416666667,9.85,,26,,0,,,,
8378563200,4/24/2016 0:00,1,458,492,,7.633333333,8.2,,34,,1,,,,
8378563200,4/25/2016 0:00,1,388,402,,6.466666667,6.7,,14,,1,,,,
8378563200,4/25/2016 0:00,1,388,402,,6.466666667,6.7,,14,,1,,,,
8378563200,4/26/2016 0:00,1,550,584,,9.166666667,9.733333333,,34,,0,,,,
8378563200,4/27/2016 0:00,1,531,600,,8.85,10,,69,,0,,,,
8378563200,4/28/2016 0:00,1,506,556,,8.433333333,9.266666667,,50,,0,,,,
8378563200,4/29/2016 0:00,1,527,562,,8.783333333,9.366666667,,35,,0,,,,
8378563200,4/30/2016 0:00,1,468,555,,7.8,9.25,,87,,1,,,,
8378563200,5/1/2016 0:00,1,475,539,,7.916666667,8.983333333,,64,,1,,,,
8378563200,5/2/2016 0:00,1,351,385,,5.85,6.416666667,,34,,1,,,,
8378563200,5/3/2016 0:00,1,405,429,,6.75,7.15,,24,,1,,,,
8378563200,5/4/2016 0:00,1,441,477,,7.35,7.95,,36,,1,,,,
8378563200,5/5/2016 0:00,1,381,417,,6.35,6.95,,36,,1,,,,
8378563200,5/6/2016 0:00,1,323,355,,5.383333333,5.916666667,,32,,1,,,,
8378563200,5/7/2016 0:00,2,459,513,,7.65,8.55,,54,,1,,,,
8378563200,5/8/2016 0:00,1,545,606,,9.083333333,10.1,,61,,0,,,,
8378563200,5/9/2016 0:00,1,359,399,,5.983333333,6.65,,40,,1,,,,
8378563200,5/10/2016 0:00,1,342,391,,5.7,6.516666667,,49,,1,,,,
8378563200,5/11/2016 0:00,1,368,387,,6.133333333,6.45,,19,,1,,,,
8378563200,5/12/2016 0:00,1,496,546,,8.266666667,9.1,,50,,0,,,,
8792009665,4/12/2016 0:00,1,458,493,,7.633333333,8.216666667,,35,,1,,,,
8792009665,4/13/2016 0:00,1,531,552,,8.85,9.2,,21,,0,,,,
8792009665,4/14/2016 0:00,1,486,503,,8.1,8.383333333,,17,,0,,,,
8792009665,4/15/2016 0:00,1,363,377,,6.05,6.283333333,,14,,1,,,,
8792009665,4/20/2016 0:00,1,528,547,,8.8,9.116666667,,19,,0,,,,
8792009665,4/22/2016 0:00,1,391,407,,6.516666667,6.783333333,,16,,1,,,,
8792009665,4/23/2016 0:00,1,339,360,,5.65,6,,21,,1,,,,
8792009665,4/27/2016 0:00,1,423,428,,7.05,7.133333333,,5,,1,,,,
8792009665,4/28/2016 0:00,1,402,416,,6.7,6.933333333,,14,,1,,,,
8792009665,4/29/2016 0:00,1,398,406,,6.633333333,6.766666667,,8,,1,,,,
8792009665,4/30/2016 0:00,1,343,360,,5.716666667,6,,17,,1,,,,
8792009665,5/1/2016 0:00,1,503,527,,8.383333333,8.783333333,,24,,0,,,,
8792009665,5/2/2016 0:00,1,415,423,,6.916666667,7.05,,8,,1,,,,
8792009665,5/3/2016 0:00,1,516,545,,8.6,9.083333333,,29,,0,,,,
8792009665,5/4/2016 0:00,1,439,463,,7.316666667,7.716666667,,24,,1,,,,
